scu_id,floor,floor_text,d_uprn_count,uarn_count,pao_start_number,pao_start_suffix,pao_end_number,pao_end_suffix,pao_text,street_descriptor,postcode_locator,age_ukbuildings_overall,age_ukbuildings_dom,age_ukbuildings_nd,location_x,location_y,wkb_geometry,d_epc_count,epc_rating_current,epc_rating_potential,d_epc_age,d_epc_mainht_fuel,d_epc_mainht_plant,d_epc_mainht_room,d_epc_secondht_fuel,d_epc_secondht_plant,d_epc_secondht_room,d_epc_dhw_fuel,d_epc_dhw_plant,d_epc_vent,d_epc_lowe_lighting_pct,d_epc_envelope_flr_type,d_epc_envelope_flr_insulation,d_epc_envelope_rf_type,d_epc_envelope_rf_insulation,d_epc_envelope_wall_type,d_epc_envelope_wall_insulation,d_epc_glazing_pct,d_epc_glazing_type,d_epc_glazing_multi_pct,d_epc_rm_habitable,d_epc_rm_heated,nd_epc_grade,nd_epc_fuel_main,nd_epc_fuel_other,nd_epc_fuel_lzc,nd_epc_specialuses,nd_epc_hvac,ndtype_count,ndtype_1_carb3_activity,ndtype_1_area_pct,ndtype_2_carb3_activity,ndtype_2_area_pct,ndtype_3_carb3_activity,ndtype_3_area_pct,ndtype_4_carb3_activity,ndtype_4_area_pct,ndtype_5_carb3_activity,ndtype_5_area_pct,ndtype_6_carb3_activity,ndtype_6_area_pct,ndtype_7_carb3_activity,ndtype_7_area_pct,ndtype_8_carb3_activity,ndtype_8_area_pct,ndtype_9_carb3_activity,ndtype_9_area_pct
52401128410001,0,Ground Flr,0,2,123,,,,WRENCOTE,HIGH STREET,CR0 0XJ ,PRE-1914,,PRE WORLD WAR I (PRE 1914),532381,165149,"POLYGON ((532387.5 165150.95, 532386.4 165160.25, 532383.85 165160.05, 532383.75 165160.95, 532383.2 165160.9, 532374.5 165159.95, 532373.65 165159.85, 532373.8 165158.55, 532374.9 165149.85, 532375.65 165144.2, 532377.8 165144.4, 532378.25 165140.35, 532376.2 165140.15, 532376.9 165134.95, 532386.5 165136.15, 532384.85 165150.6, 532387.5 165150.95))",,,,,,,,,,,,,,,,,,,,,,,,,,D,Natural Gas,,,,,1,Office (Inc Computer Centres) NEC,1,,,,,,,,,,,,,,,,
52401128410001,1,Floor 1,0,2,123,,,,WRENCOTE,HIGH STREET,CR0 0XJ ,PRE-1914,,PRE WORLD WAR I (PRE 1914),532381,165149,"POLYGON ((532387.5 165150.95, 532386.4 165160.25, 532383.85 165160.05, 532383.75 165160.95, 532383.2 165160.9, 532374.5 165159.95, 532373.65 165159.85, 532373.8 165158.55, 532374.9 165149.85, 532375.65 165144.2, 532377.8 165144.4, 532378.25 165140.35, 532376.2 165140.15, 532376.9 165134.95, 532386.5 165136.15, 532384.85 165150.6, 532387.5 165150.95))",,,,,,,,,,,,,,,,,,,,,,,,,,D,Natural Gas,,,,,1,Office (Inc Computer Centres) NEC,1,,,,,,,,,,,,,,,,
52401128410001,2,Floor 2,0,2,123,,,,WRENCOTE,HIGH STREET,CR0 0XJ ,PRE-1914,,PRE WORLD WAR I (PRE 1914),532381,165149,"POLYGON ((532387.5 165150.95, 532386.4 165160.25, 532383.85 165160.05, 532383.75 165160.95, 532383.2 165160.9, 532374.5 165159.95, 532373.65 165159.85, 532373.8 165158.55, 532374.9 165149.85, 532375.65 165144.2, 532377.8 165144.4, 532378.25 165140.35, 532376.2 165140.15, 532376.9 165134.95, 532386.5 165136.15, 532384.85 165150.6, 532387.5 165150.95))",,,,,,,,,,,,,,,,,,,,,,,,,,D,Natural Gas,,,,,1,Office (Inc Computer Centres) NEC,1,,,,,,,,,,,,,,,,
52401128410002,0,Ground Flr,0,1,221,,231,,TESCO EXPRESS,HIGH STREET,CR0 1QR ,,,,532426,165075,"POLYGON ((532420.5 165071.45, 532432.85 165073.9, 532431.8 165079.3, 532419.45 165076.95, 532420.5 165071.45))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Shop NEC,1,,,,,,,,,,,,,,,,
52401128410003,0,Ground Flr,0,1,2,,,,IMPACT HOUSE,EDRIDGE ROAD,CR0 1FE ,POST-1980,,MODERN (POST 1980),532412,165208,"MULTIPOLYGON (((532455.4 165206.95, 532454.15 165215.9, 532450.8 165215.45, 532452.1 165206.5, 532455.4 165206.95)), ((532421.35 165184.5, 532421.7 165181.5, 532412.05 165180.4, 532408.25 165179.9, 532406.05 165196.75, 532388.1 165194.25, 532386.2 165207.65, 532395.3 165208.8, 532395.5 165208.85, 532404.3 165210.15, 532403.5 165216.1, 532416.65 165217.7, 532417.5 165211.95, 532417.95 165209.05, 532426.95 165210.35, 532428.4 165199.95, 532423.37 165199.25, 532423.35 165199.25, 532419.55 165198.61, 532420.49 165190.8, 532424.49 165191.4, 532436 165192.9, 532436.8 165186.45, 532425.3 165185, 532421.35 165184.5)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Surgery / Clinic / Health Centre,1,,,,,,,,,,,,,,,,
52401128410004,-1,Basement,0,3,,,,,TEMPLE HOUSE,EDRIDGE ROAD,CR0 1QG ,1918-1939,,INTER WAR (1918 - 1939),532368,165199,"POLYGON ((532375.95 165212.35, 532359.7 165208.1, 532359.5 165208, 532359.1 165207.7, 532358.9 165207.3, 532358.85 165207.1, 532358.8 165206.85, 532358.8 165206.6, 532358.75 165206.45, 532358.55 165205.3, 532358.8 165203.5, 532361.9 165185.75, 532375.1 165187.85, 532374.25 165193.2, 532373.3 165198.45, 532372.4 165203.95, 532375.35 165204.5, 532377.9 165204.95, 532375.95 165212.35))",,,,,,,,,,,,,,,,,,,,,,,,,,C,Natural Gas,,,,,1,Shop NEC,1,,,,,,,,,,,,,,,,
52401128410004,0,Ground Flr,0,3,,,,,TEMPLE HOUSE,EDRIDGE ROAD,CR0 1QG ,1918-1939,,INTER WAR (1918 - 1939),532368,165199,"POLYGON ((532375.95 165212.35, 532359.7 165208.1, 532359.5 165208, 532359.1 165207.7, 532358.9 165207.3, 532358.85 165207.1, 532358.8 165206.85, 532358.8 165206.6, 532358.75 165206.45, 532358.55 165205.3, 532358.8 165203.5, 532361.9 165185.75, 532375.1 165187.85, 532374.25 165193.2, 532373.3 165198.45, 532372.4 165203.95, 532375.35 165204.5, 532377.9 165204.95, 532375.95 165212.35))",,,,,,,,,,,,,,,,,,,,,,,,,,C,Natural Gas,,,,,1,Shop NEC,1,,,,,,,,,,,,,,,,
52401128410004,1,Floor 1,0,1,,,,,TEMPLE HOUSE,EDRIDGE ROAD,CR0 1QG ,1918-1939,,INTER WAR (1918 - 1939),532368,165199,"POLYGON ((532375.95 165212.35, 532359.7 165208.1, 532359.5 165208, 532359.1 165207.7, 532358.9 165207.3, 532358.85 165207.1, 532358.8 165206.85, 532358.8 165206.6, 532358.75 165206.45, 532358.55 165205.3, 532358.8 165203.5, 532361.9 165185.75, 532375.1 165187.85, 532374.25 165193.2, 532373.3 165198.45, 532372.4 165203.95, 532375.35 165204.5, 532377.9 165204.95, 532375.95 165212.35))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Office (Inc Computer Centres) NEC,1,,,,,,,,,,,,,,,,
52401128410004,2,Floor 2,0,1,,,,,TEMPLE HOUSE,EDRIDGE ROAD,CR0 1QG ,1918-1939,,INTER WAR (1918 - 1939),532368,165199,"POLYGON ((532375.95 165212.35, 532359.7 165208.1, 532359.5 165208, 532359.1 165207.7, 532358.9 165207.3, 532358.85 165207.1, 532358.8 165206.85, 532358.8 165206.6, 532358.75 165206.45, 532358.55 165205.3, 532358.8 165203.5, 532361.9 165185.75, 532375.1 165187.85, 532374.25 165193.2, 532373.3 165198.45, 532372.4 165203.95, 532375.35 165204.5, 532377.9 165204.95, 532375.95 165212.35))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Office (Inc Computer Centres) NEC,1,,,,,,,,,,,,,,,,
52401128410005,0,Ground Flr,0,2,111,,,,,HIGH STREET,CR0 1QG ,,,,532369,165184,"POLYGON ((532376.2 165181.7, 532375.6 165185.1, 532375.25 165187.1, 532375.15 165187.7, 532375.1 165187.85, 532361.9 165185.75, 532362.9 165179.45, 532376.2 165181.7))",,,,,,,,,,,,,,,,,,,,,,,,,,D,Grid Supplied Electricity,,,,,1,Shop NEC,1,,,,,,,,,,,,,,,,
52401128410006,0,Ground Flr,0,3,113,,,,CHRISTOPHER WREN HOUSE,HIGH STREET,CR0 1QG ,1945-1980,,POST WAR REGENERATION AND EXPANSION (1945 - 1980),532380,165172,"POLYGON ((532375.1 165176.45, 532377.9 165177.15, 532381.45 165177.6, 532381.65 165177.65, 532388.3 165178.75, 532391.45 165179.25, 532392 165176.1, 532400.2 165177.6, 532400.8 165173.75, 532401 165172.4, 532397.1 165171.8, 532397.25 165170.7, 532384.85 165168.7, 532384.7 165169.8, 532381.85 165169.35, 532382.55 165164.9, 532370.3 165163.2, 532366.7 165162.7, 532366.3 165164.45, 532363.55 165173.55, 532363.85 165173.65, 532362.9 165179.45, 532376.2 165181.7, 532376.9 165177.65, 532375 165177.45, 532375.1 165176.45))",,,,,,,,,,,,,,,,,,,,,,,,,,D,Natural Gas,,,,,1,Office (Inc Computer Centres) NEC,1,,,,,,,,,,,,,,,,
52401128410006,1,Floor 1,0,3,113,,,,CHRISTOPHER WREN HOUSE,HIGH STREET,CR0 1QG ,1945-1980,,POST WAR REGENERATION AND EXPANSION (1945 - 1980),532380,165172,"POLYGON ((532375.1 165176.45, 532377.9 165177.15, 532381.45 165177.6, 532381.65 165177.65, 532388.3 165178.75, 532391.45 165179.25, 532392 165176.1, 532400.2 165177.6, 532400.8 165173.75, 532401 165172.4, 532397.1 165171.8, 532397.25 165170.7, 532384.85 165168.7, 532384.7 165169.8, 532381.85 165169.35, 532382.55 165164.9, 532370.3 165163.2, 532366.7 165162.7, 532366.3 165164.45, 532363.55 165173.55, 532363.85 165173.65, 532362.9 165179.45, 532376.2 165181.7, 532376.9 165177.65, 532375 165177.45, 532375.1 165176.45))",,,,,,,,,,,,,,,,,,,,,,,,,,D,Natural Gas,,,,,1,Office (Inc Computer Centres) NEC,1,,,,,,,,,,,,,,,,
52401128410006,2,Floor 2,0,2,113,,,,CHRISTOPHER WREN HOUSE,HIGH STREET,CR0 1QG ,1945-1980,,POST WAR REGENERATION AND EXPANSION (1945 - 1980),532380,165172,"POLYGON ((532375.1 165176.45, 532377.9 165177.15, 532381.45 165177.6, 532381.65 165177.65, 532388.3 165178.75, 532391.45 165179.25, 532392 165176.1, 532400.2 165177.6, 532400.8 165173.75, 532401 165172.4, 532397.1 165171.8, 532397.25 165170.7, 532384.85 165168.7, 532384.7 165169.8, 532381.85 165169.35, 532382.55 165164.9, 532370.3 165163.2, 532366.7 165162.7, 532366.3 165164.45, 532363.55 165173.55, 532363.85 165173.65, 532362.9 165179.45, 532376.2 165181.7, 532376.9 165177.65, 532375 165177.45, 532375.1 165176.45))",,,,,,,,,,,,,,,,,,,,,,,,,,D,Natural Gas,,,,,1,Office (Inc Computer Centres) NEC,1,,,,,,,,,,,,,,,,
52401128410006,3,Floor 3,0,2,113,,,,CHRISTOPHER WREN HOUSE,HIGH STREET,CR0 1QG ,1945-1980,,POST WAR REGENERATION AND EXPANSION (1945 - 1980),532380,165172,"POLYGON ((532375.1 165176.45, 532377.9 165177.15, 532381.45 165177.6, 532381.65 165177.65, 532388.3 165178.75, 532391.45 165179.25, 532392 165176.1, 532400.2 165177.6, 532400.8 165173.75, 532401 165172.4, 532397.1 165171.8, 532397.25 165170.7, 532384.85 165168.7, 532384.7 165169.8, 532381.85 165169.35, 532382.55 165164.9, 532370.3 165163.2, 532366.7 165162.7, 532366.3 165164.45, 532363.55 165173.55, 532363.85 165173.65, 532362.9 165179.45, 532376.2 165181.7, 532376.9 165177.65, 532375 165177.45, 532375.1 165176.45))",,,,,,,,,,,,,,,,,,,,,,,,,,D,Natural Gas,,,,,1,Office (Inc Computer Centres) NEC,1,,,,,,,,,,,,,,,,
52401128410006,4,Floor 4,0,1,113,,,,CHRISTOPHER WREN HOUSE,HIGH STREET,CR0 1QG ,1945-1980,,POST WAR REGENERATION AND EXPANSION (1945 - 1980),532380,165172,"POLYGON ((532375.1 165176.45, 532377.9 165177.15, 532381.45 165177.6, 532381.65 165177.65, 532388.3 165178.75, 532391.45 165179.25, 532392 165176.1, 532400.2 165177.6, 532400.8 165173.75, 532401 165172.4, 532397.1 165171.8, 532397.25 165170.7, 532384.85 165168.7, 532384.7 165169.8, 532381.85 165169.35, 532382.55 165164.9, 532370.3 165163.2, 532366.7 165162.7, 532366.3 165164.45, 532363.55 165173.55, 532363.85 165173.65, 532362.9 165179.45, 532376.2 165181.7, 532376.9 165177.65, 532375 165177.45, 532375.1 165176.45))",,,,,,,,,,,,,,,,,,,,,,,,,,D,Natural Gas,,,,,1,Office (Inc Computer Centres) NEC,1,,,,,,,,,,,,,,,,
52401128410007,0,Ground Flr,0,1,213,,,,,HIGH STREET,CR0 1QR ,,,,532406,165107,"POLYGON ((532404.9 165100.9, 532410.25 165102, 532408 165113.2, 532402.65 165112.15, 532404.9 165100.9))",,,,,,,,,,,,,,,,,,,,,,,,,,D,Grid Supplied Electricity,,,,,1,Shop NEC,1,,,,,,,,,,,,,,,,
