"scu_id","mean_hgt_m","estimated_floor_count","mean_f2f_m","mean_f2f_m_epc"
52401129830034,5.18,2,2.5900000000000000,
52401129830035,6.19,2,3.0950000000000000,2.8400000000000000
52401129830036,6.08,2,3.0400000000000000,2.4500000000000000
52401129830037,4.92,2,2.4600000000000000,2.5200000000000000
52401130030001,6.24,2,3.1200000000000000,
52401130030002,6.52,2,3.2600000000000000,2.5200000000000000
52401130030003,6.56,2,3.2800000000000000,
52401130030004,6.90,2,3.4500000000000000,
52401130030005,5.70,2,2.8500000000000000,2.5500000000000000
52401130030006,6.49,2,3.2450000000000000,
52401130030007,6.29,2,3.1450000000000000,
52401130030008,6.83,2,3.4150000000000000,2.5000000000000000
52401130030009,6.03,2,3.0150000000000000,
52401130030010,6.30,2,3.1500000000000000,
52401130030011,6.52,2,3.2600000000000000,2.4100000000000000
52401130030012,6.45,2,3.2250000000000000,
52401130030013,6.03,2,3.0150000000000000,
52401130030014,6.30,2,3.1500000000000000,
52401130030015,6.33,2,3.1650000000000000,
52401130030016,6.83,2,3.4150000000000000,
52401130030017,6.81,2,3.4050000000000000,2.3400000000000000
52401130030018,7.05,2,3.5250000000000000,2.4900000000000000
52401130030019,6.88,2,3.4400000000000000,2.5000000000000000
52401130030020,6.72,2,3.3600000000000000,2.4100000000000000
52401130030021,6.34,2,3.1700000000000000,
52401130030022,6.06,2,3.0300000000000000,2.4100000000000000
52401130030023,6.53,2,3.2650000000000000,2.4900000000000000
52401130030024,6.73,2,3.3650000000000000,
52401130030025,6.39,2,3.1950000000000000,
52401130030026,6.83,2,3.4150000000000000,2.4000000000000000
52401130030027,6.27,2,3.1350000000000000,
52401130030028,6.36,2,3.1800000000000000,
52401130030029,6.78,2,3.3900000000000000,2.4900000000000000
52401130030030,6.06,2,3.0300000000000000,
52401130210001,5.55,2,2.7750000000000000,
52401130210002,2.60,1,2.6000000000000000,
52401130230001,6.37,2,3.1850000000000000,
52401130230002,6.86,2,3.4300000000000000,
52401130230003,5.33,2,2.6650000000000000,
52401130230004,5.43,2,2.7150000000000000,
52401130230005,6.17,2,3.0850000000000000,
52401130230006,6.05,2,3.0250000000000000,
52401130230007,5.93,2,2.9650000000000000,
52401130230008,6.20,2,3.1000000000000000,
52401130230009,6.24,2,3.1200000000000000,2.5200000000000000
52401130230010,4.34,1,4.3400000000000000,2.4500000000000000
52401130230011,5.75,2,2.8750000000000000,
52401130230012,6.36,2,3.1800000000000000,
52401130230013,2.65,1,2.6500000000000000,
52401130230014,6.43,2,3.2150000000000000,
52401130230015,5.40,2,2.7000000000000000,
52401130230016,0.22,1,0.22000000000000000000,
52401130230017,7.94,2,3.9700000000000000,
52401130230018,4.70,2,2.3500000000000000,2.3900000000000000
52401130230019,5.68,2,2.8400000000000000,2.4400000000000000
52401130230020,5.94,2,2.9700000000000000,
52401130230021,7.15,2,3.5750000000000000,
52401130230022,6.68,2,3.3400000000000000,2.5000000000000000
52401130230023,5.30,2,2.6500000000000000,2.4400000000000000
52401130230024,5.49,2,2.7450000000000000,
52401130230025,5.22,2,2.6100000000000000,
52401130230026,5.87,2,2.9350000000000000,2.6000000000000000
52401130230027,6.52,2,3.2600000000000000,
52401130230028,5.53,2,2.7650000000000000,2.5000000000000000
52401130230029,5.70,2,2.8500000000000000,2.4000000000000000
52401130230030,5.20,2,2.6000000000000000,2.3900000000000000
52401130230031,5.39,2,2.6950000000000000,
52401130230032,5.02,2,2.5100000000000000,2.4400000000000000
52401130230033,5.22,2,2.6100000000000000,2.2200000000000000
52401130230034,6.16,2,3.0800000000000000,
52401130230035,6.63,2,3.3150000000000000,
52401130230036,6.72,2,3.3600000000000000,2.5300000000000000
52401130230037,6.07,2,3.0350000000000000,
52401130230038,6.52,2,3.2600000000000000,2.3000000000000000
52401130230039,7.13,2,3.5650000000000000,
52401130230040,6.22,2,3.1100000000000000,
52401130230041,5.56,2,2.7800000000000000,2.4500000000000000
52401130230042,6.27,2,3.1350000000000000,
52401130230043,5.42,2,2.7100000000000000,2.4500000000000000
52401130230044,5.98,2,2.9900000000000000,
52401130230045,6.19,2,3.0950000000000000,
52401130230046,6.02,2,3.0100000000000000,2.5500000000000000
52401130230047,4.94,2,2.4700000000000000,2.6300000000000000
52401130230048,6.18,2,3.0900000000000000,
52401130230049,6.57,2,3.2850000000000000,
52401130230050,4.89,1,4.8900000000000000,2.5300000000000000
52401130230051,5.81,2,2.9050000000000000,2.3000000000000000
52401130230052,5.18,2,2.5900000000000000,2.3900000000000000
52401130230053,5.48,2,2.7400000000000000,
52401130230054,5.41,2,2.7050000000000000,2.4000000000000000
52401130230055,5.85,2,2.9250000000000000,
52401130230056,4.98,2,2.4900000000000000,2.4900000000000000
52401130230057,5.48,2,2.7400000000000000,2.5000000000000000
52401130230058,6.47,2,3.2350000000000000,2.5400000000000000
52401130230059,6.06,2,3.0300000000000000,
52401130230060,5.36,2,2.6800000000000000,
52401130230061,6.30,2,3.1500000000000000,
52401130230062,5.85,2,2.9250000000000000,2.5000000000000000
52401130230063,6.19,2,3.0950000000000000,
52401130230064,5.53,2,2.7650000000000000,
52401130230065,6.79,2,3.3950000000000000,2.5000000000000000
52401130230066,5.52,2,2.7600000000000000,2.4000000000000000
52401130230067,6.01,2,3.0050000000000000,
52401130230068,5.59,2,2.7950000000000000,2.3200000000000000
52401130230069,6.17,2,3.0850000000000000,
52401130230070,7.09,2,3.5450000000000000,2.4000000000000000
52401130230071,5.30,2,2.6500000000000000,2.5200000000000000
52401130230072,6.90,2,3.4500000000000000,2.3200000000000000
52401130230073,4.63,2,2.3150000000000000,
52401130230074,6.11,2,3.0550000000000000,
52401130230075,6.87,2,3.4350000000000000,
52401130230076,6.39,2,3.1950000000000000,
52401130230077,7.16,2,3.5800000000000000,2.7800000000000000
52401130230078,6.74,2,3.3700000000000000,
52401130230079,6.18,2,3.0900000000000000,2.4400000000000000
52401130230080,4.36,1,4.3600000000000000,
52401130230081,5.79,2,2.8950000000000000,
52401130230082,7.28,2,3.6400000000000000,
52401130230083,5.65,2,2.8250000000000000,2.6000000000000000
52401130230084,5.85,2,2.9250000000000000,2.4500000000000000
52401130230085,5.80,2,2.9000000000000000,2.3600000000000000
52401130230086,5.78,2,2.8900000000000000,2.4900000000000000
52401131030001,6.15,2,3.0750000000000000,
52401131030002,6.93,2,3.4650000000000000,
52401131030005,6.00,2,3.0000000000000000,2.3500000000000000
52401131030006,7.38,2,3.6900000000000000,
52401131030007,7.29,2,3.6450000000000000,
52401131030008,5.21,2,2.6050000000000000,
52401131030009,8.98,3,2.9933333333333333,2.4400000000000000
52401131030010,6.92,2,3.4600000000000000,
52401131030013,6.78,2,3.3900000000000000,
52401131030014,4.53,2,2.2650000000000000,
52401131030015,5.52,2,2.7600000000000000,
52401131030016,7.69,3,2.5633333333333333,
52401131030017,9.26,4,2.3150000000000000,2.4450000000000000
52401131030018,6.15,2,3.0750000000000000,2.3000000000000000
52401131030019,6.18,2,3.0900000000000000,
52401131030021,7.71,2,3.8550000000000000,2.6750000000000000
52401131030022,5.13,2,2.5650000000000000,
52401131030023,6.24,2,3.1200000000000000,
52401131030024,6.58,2,3.2900000000000000,
52401131030026,6.99,2,3.4950000000000000,
52401131030028,7.52,2,3.7600000000000000,
52401131030031,5.07,2,2.5350000000000000,
52401131030032,7.43,2,3.7150000000000000,
52401131030033,7.79,2,3.8950000000000000,
52401131030034,7.73,2,3.8650000000000000,
52401131030035,6.04,2,3.0200000000000000,
52401131030036,6.08,2,3.0400000000000000,2.3000000000000000
52401131030037,5.82,2,2.9100000000000000,
52401131030038,4.66,1,4.6600000000000000,
52401131030039,7.12,2,3.5600000000000000,2.3400000000000000
52401131030041,6.31,2,3.1550000000000000,
52401131030042,7.35,2,3.6750000000000000,
52401131030043,7.55,2,3.7750000000000000,
52401131030044,6.92,2,3.4600000000000000,
52401131030047,4.62,2,2.3100000000000000,
52401131030048,6.95,2,3.4750000000000000,2.6800000000000000
52401131030049,2.97,1,2.9700000000000000,
52401131030050,8.58,3,2.8600000000000000,2.4240000000000000
52401131030051,6.13,2,3.0650000000000000,
52401131030052,5.27,2,2.6350000000000000,2.3300000000000000
52401131030053,7.26,2,3.6300000000000000,
52401131030054,6.00,2,3.0000000000000000,
52401131110001,8.17,1,8.1700000000000000,
52401131110002,7.75,2,3.8750000000000000,
52401131110003,7.21,2,3.6050000000000000,
52401131110004,7.52,2,3.7600000000000000,
52401131110005,3.50,2,1.7500000000000000,
52401131110006,4.96,1,4.9600000000000000,
52401131130001,6.17,2,3.0850000000000000,
52401131130002,6.15,2,3.0750000000000000,
52401131130003,6.90,2,3.4500000000000000,
52401131130004,6.26,2,3.1300000000000000,2.5900000000000000
52401131130005,6.86,2,3.4300000000000000,2.4100000000000000
52401131130006,4.80,2,2.4000000000000000,
52401131130007,6.23,2,3.1150000000000000,2.5400000000000000
52401131130008,6.48,2,3.2400000000000000,2.6000000000000000
52401131130009,6.72,2,3.3600000000000000,2.6000000000000000
52401131130010,5.17,2,2.5850000000000000,
52401131130011,7.11,2,3.5550000000000000,
52401131130012,5.16,2,2.5800000000000000,2.6000000000000000
52401131130013,6.66,2,3.3300000000000000,
52401131130014,5.57,2,2.7850000000000000,
52401131130015,6.58,2,3.2900000000000000,
52401131130016,6.12,2,3.0600000000000000,2.3000000000000000
52401131130017,6.30,2,3.1500000000000000,2.4500000000000000
52401131130018,5.01,2,2.5050000000000000,
52401131130019,6.67,2,3.3350000000000000,
52401131130020,5.49,2,2.7450000000000000,
52401131130021,7.37,2,3.6850000000000000,
52401131130022,5.91,2,2.9550000000000000,
52401131130023,6.91,2,3.4550000000000000,
52401131130024,8.47,3,2.8233333333333333,2.4000000000000000
52401131130025,6.18,2,3.0900000000000000,
52401131130026,5.91,2,2.9550000000000000,
52401131130027,6.63,2,3.3150000000000000,
52401131130028,5.80,2,2.9000000000000000,2.4100000000000000
52401131130029,6.47,2,3.2350000000000000,2.4500000000000000
52401131130030,5.69,2,2.8450000000000000,2.5700000000000000
52401131130031,8.77,2,4.3850000000000000,2.5600000000000000
52401131130032,7.10,2,3.5500000000000000,
52401131130033,5.36,2,2.6800000000000000,
52401131130034,5.68,2,2.8400000000000000,
52401131130035,6.61,2,3.3050000000000000,
52401131130036,8.11,2,4.0550000000000000,
52401131130037,4.72,2,2.3600000000000000,
52401131130038,5.31,2,2.6550000000000000,
52401131130039,7.61,2,3.8050000000000000,
52401131130040,7.23,2,3.6150000000000000,2.7300000000000000
52401131130041,5.78,2,2.8900000000000000,
52401131130042,5.59,2,2.7950000000000000,
52401131130043,9.79,4,2.4475000000000000,2.3657142857142857
52401131130044,2.70,1,2.7000000000000000,2.3500000000000000
52401131130045,6.59,2,3.2950000000000000,
52401131130046,6.38,2,3.1900000000000000,
52401131130047,5.34,2,2.6700000000000000,2.5900000000000000
52401131130048,7.39,2,3.6950000000000000,
52401131130049,7.28,2,3.6400000000000000,
52401131130050,5.46,2,2.7300000000000000,
52401131130051,6.28,2,3.1400000000000000,
52401131130052,8.07,3,2.6900000000000000,
52401131130053,7.26,2,3.6300000000000000,
52401131130054,6.20,2,3.1000000000000000,
52401131130055,6.25,2,3.1250000000000000,
52401131130056,7.13,2,3.5650000000000000,
52401131130057,3.05,1,3.0500000000000000,
52401131130058,7.20,2,3.6000000000000000,2.7300000000000000
52401131130059,5.10,2,2.5500000000000000,2.4500000000000000
52401131130060,7.06,2,3.5300000000000000,
52401131130061,5.40,2,2.7000000000000000,2.3900000000000000
52401131130062,6.86,2,3.4300000000000000,2.4100000000000000
52401131130063,4.50,2,2.2500000000000000,2.4000000000000000
52401131130064,4.03,2,2.0150000000000000,
52401131130065,7.45,2,3.7250000000000000,
52401131130066,5.16,2,2.5800000000000000,2.5000000000000000
52401131130067,6.98,2,3.4900000000000000,2.4300000000000000
52401131130068,5.07,2,2.5350000000000000,
52401131130069,5.72,2,2.8600000000000000,
52401131130070,6.91,2,3.4550000000000000,2.4000000000000000
52401131130071,5.11,2,2.5550000000000000,
52401131130072,6.94,2,3.4700000000000000,
52401131130073,5.76,2,2.8800000000000000,
52401131130074,4.68,2,2.3400000000000000,
52401131130075,5.18,1,5.1800000000000000,
52401131130076,8.57,2,4.2850000000000000,2.7100000000000000
52401131130077,7.16,2,3.5800000000000000,
52401131130078,6.91,2,3.4550000000000000,
52401131130079,5.27,1,5.2700000000000000,
52401131130080,5.41,2,2.7050000000000000,
52401131130081,5.88,2,2.9400000000000000,2.4000000000000000
52401131130082,7.05,2,3.5250000000000000,2.4000000000000000
52401131130083,6.82,2,3.4100000000000000,
52401131130084,6.44,2,3.2200000000000000,
52401131130085,6.33,2,3.1650000000000000,
52401131130086,6.69,2,3.3450000000000000,2.5900000000000000
52401131130087,8.97,3,2.9900000000000000,2.7100000000000000
52401131130088,6.32,2,3.1600000000000000,2.6000000000000000
52401131130089,6.95,2,3.4750000000000000,
52401131130090,4.79,2,2.3950000000000000,
52401131130091,6.83,2,3.4150000000000000,
52401131230011,6.84,2,3.4200000000000000,2.4700000000000000
52401131230013,5.44,2,2.7200000000000000,
52401131230016,5.82,2,2.9100000000000000,
52401131230017,5.85,2,2.9250000000000000,
52401131230018,5.25,2,2.6250000000000000,
52401131230023,5.62,2,2.8100000000000000,2.6000000000000000
52401131230036,6.70,2,3.3500000000000000,
52401131230037,6.28,2,3.1400000000000000,
52401131230043,7.79,4,1.9475000000000000,2.3800000000000000
52401131230044,6.15,2,3.0750000000000000,
52401131230045,2.49,1,2.4900000000000000,
52401131230051,6.06,2,3.0300000000000000,
52401131230052,5.56,2,2.7800000000000000,
52401131230056,5.23,2,2.6150000000000000,
52401131230057,6.60,2,3.3000000000000000,
52401131230058,6.33,2,3.1650000000000000,2.4800000000000000
52401131230068,4.76,2,2.3800000000000000,2.6000000000000000
52401131430001,5.47,2,2.7350000000000000,
52401131430002,6.97,2,3.4850000000000000,2.3100000000000000
52401131430003,4.99,1,4.9900000000000000,
52401131430004,4.97,2,2.4850000000000000,2.4200000000000000
52401131430005,7.00,2,3.5000000000000000,
52401131430006,6.09,2,3.0450000000000000,2.6200000000000000
52401131430007,8.06,2,4.0300000000000000,2.5000000000000000
52401131430008,5.44,2,2.7200000000000000,2.4000000000000000
52401131430009,5.94,2,2.9700000000000000,
52401131430010,6.77,2,3.3850000000000000,
52401131430011,5.63,2,2.8150000000000000,
52401131430012,6.61,2,3.3050000000000000,
52401131430013,6.40,2,3.2000000000000000,
52401131430014,5.33,2,2.6650000000000000,
52401131430015,5.56,2,2.7800000000000000,2.4000000000000000
52401131430016,5.36,2,2.6800000000000000,
52401131430017,10.02,3,3.3400000000000000,3.0100000000000000
52401131430018,5.24,2,2.6200000000000000,
52401131430019,5.05,2,2.5250000000000000,2.4200000000000000
52401131430020,6.98,2,3.4900000000000000,2.8000000000000000
52401131430021,6.49,2,3.2450000000000000,
52401131430022,5.42,2,2.7100000000000000,2.5200000000000000
52401131430023,5.21,2,2.6050000000000000,2.4000000000000000
52401131430024,4.23,1,4.2300000000000000,
52401131430025,4.83,1,4.8300000000000000,2.3300000000000000
52401131430026,5.74,2,2.8700000000000000,
52401131430027,4.67,1,4.6700000000000000,
52401131430028,4.72,1,4.7200000000000000,
52401131430029,6.03,2,3.0150000000000000,
52401131430030,9.16,3,3.0533333333333333,
52401131430031,4.62,1,4.6200000000000000,2.4500000000000000
52401131430032,5.53,2,2.7650000000000000,
52401131430033,5.37,2,2.6850000000000000,
52401131430034,5.29,2,2.6450000000000000,
52401131430035,5.51,2,2.7550000000000000,22.4000000000000000
52401131430036,5.11,1,5.1100000000000000,
52401131430037,7.43,3,2.4766666666666667,2.2000000000000000
52401131430038,5.12,1,5.1200000000000000,
52401131430039,5.08,2,2.5400000000000000,2.8500000000000000
52401131430040,5.81,2,2.9050000000000000,2.5500000000000000
52401131430041,5.40,1,5.4000000000000000,
52401131430042,6.85,2,3.4250000000000000,
52401131430043,6.02,2,3.0100000000000000,2.7000000000000000
52401131430044,6.89,2,3.4450000000000000,2.6700000000000000
52401131430045,5.44,2,2.7200000000000000,
52401131430046,4.73,1,4.7300000000000000,
52401131430047,7.33,2,3.6650000000000000,
52401131430048,4.39,1,4.3900000000000000,
52401131430049,5.05,2,2.5250000000000000,
52401131430050,4.57,1,4.5700000000000000,
52401131430051,5.84,2,2.9200000000000000,2.3500000000000000
52401131430052,5.43,2,2.7150000000000000,
52401131430053,5.83,2,2.9150000000000000,
52401131430054,4.86,1,4.8600000000000000,
52401131430055,7.07,2,3.5350000000000000,2.5400000000000000
52401131430056,6.01,2,3.0050000000000000,
52401131430057,5.65,2,2.8250000000000000,
52401131430058,7.45,2,3.7250000000000000,
52401131430059,6.34,2,3.1700000000000000,
52401131430060,6.04,2,3.0200000000000000,
52401131430061,5.79,2,2.8950000000000000,
52401131430062,5.29,2,2.6450000000000000,
52401131430063,5.87,2,2.9350000000000000,
52401131430064,7.08,2,3.5400000000000000,
52401131430065,5.09,2,2.5450000000000000,
52401131430066,4.31,1,4.3100000000000000,2.5000000000000000
52401131430067,5.56,2,2.7800000000000000,
52401131430068,4.61,1,4.6100000000000000,
52401131430069,5.23,1,5.2300000000000000,2.4000000000000000
52401131430070,7.81,2,3.9050000000000000,
52401131430071,6.03,2,3.0150000000000000,
52401131430072,5.17,2,2.5850000000000000,2.3500000000000000
52401131430073,5.75,2,2.8750000000000000,
52401131430074,5.46,3,1.8200000000000000,2.6000000000000000
52401131430075,5.18,2,2.5900000000000000,2.4000000000000000
52401131430076,5.93,2,2.9650000000000000,
52401131430077,7.01,2,3.5050000000000000,
52401131430078,5.99,2,2.9950000000000000,
52401131430079,4.32,1,4.3200000000000000,
52401131430080,6.58,2,3.2900000000000000,
52401131430081,7.48,2,3.7400000000000000,22.4000000000000000
52401131430082,5.28,2,2.6400000000000000,
52401131530001,8.96,3,2.9866666666666667,2.4000000000000000
52401131530002,6.91,2,3.4550000000000000,
52401131530003,9.32,3,3.1066666666666667,
52401131530004,6.18,2,3.0900000000000000,2.3000000000000000
52401131530005,6.85,2,3.4250000000000000,
52401131530006,6.86,2,3.4300000000000000,
52401131530007,7.11,2,3.5550000000000000,
52401131530008,6.16,2,3.0800000000000000,
52401131530009,5.21,2,2.6050000000000000,
52401131530010,6.74,2,3.3700000000000000,
52401131530011,12.87,5,2.5740000000000000,2.3100000000000000
52401131530012,7.11,2,3.5550000000000000,
52401131530013,6.06,2,3.0300000000000000,2.3000000000000000
52401131530014,4.61,2,2.3050000000000000,2.3000000000000000
52401131530015,6.88,2,3.4400000000000000,
52401131530016,12.46,4,3.1150000000000000,2.3733333333333333
52401131530017,12.35,4,3.0875000000000000,2.4000000000000000
52401131530018,7.00,2,3.5000000000000000,
52401131530019,5.94,2,2.9700000000000000,
52401131530020,5.94,2,2.9700000000000000,
52401131530021,6.83,2,3.4150000000000000,
52401131530022,9.06,3,3.0200000000000000,2.3400000000000000
52401131530023,6.94,2,3.4700000000000000,
52401131530024,6.04,2,3.0200000000000000,2.3000000000000000
52401131530025,6.00,2,3.0000000000000000,
52401131530026,6.90,2,3.4500000000000000,
52401131530027,5.68,2,2.8400000000000000,
52401131530028,6.95,2,3.4750000000000000,
52401131530029,6.81,2,3.4050000000000000,
52401131610001,7.04,13,0.54153846153846153846,
52401131610002,28.55,7,4.0785714285714286,
52401131610003,8.61,2,4.3050000000000000,
52401131610004,12.50,1,12.5000000000000000,
52401131610005,21.86,1,21.8600000000000000,
52401131610006,20.74,1,20.7400000000000000,
52401131610007,8.04,3,2.6800000000000000,
52401131610008,9.08,3,3.0266666666666667,
52401131610009,6.31,1,6.3100000000000000,
52401131610010,8.27,1,8.2700000000000000,
52401131610011,10.87,1,10.8700000000000000,
52401131610012,10.62,3,3.5400000000000000,
52401131910001,3.43,1,3.4300000000000000,
52401132130001,5.52,2,2.7600000000000000,2.2200000000000000
52401132130002,4.87,1,4.8700000000000000,
52401132130003,4.79,1,4.7900000000000000,2.4400000000000000
52401132130004,5.47,2,2.7350000000000000,
52401132130005,6.28,2,3.1400000000000000,
52401132130006,5.46,2,2.7300000000000000,
52401132130007,6.44,2,3.2200000000000000,2.4500000000000000
52401132130008,6.08,2,3.0400000000000000,2.3000000000000000
52401132130009,5.70,2,2.8500000000000000,
52401132130010,6.21,2,3.1050000000000000,2.4500000000000000
52401132130011,5.93,2,2.9650000000000000,2.3000000000000000
52401132130012,4.81,2,2.4050000000000000,2.4900000000000000
52401132130013,5.47,2,2.7350000000000000,
52401132130014,5.23,2,2.6150000000000000,2.6000000000000000
52401132130015,5.21,2,2.6050000000000000,2.2000000000000000
52401132130016,5.81,2,2.9050000000000000,2.2200000000000000
52401132130017,5.84,2,2.9200000000000000,
52401132130018,5.79,2,2.8950000000000000,
52401132130019,4.99,2,2.4950000000000000,
52401132130020,4.99,2,2.4950000000000000,2.4700000000000000
52401132130021,6.10,2,3.0500000000000000,
52401132130022,4.59,2,2.2950000000000000,
52401132130023,5.69,2,2.8450000000000000,2.4500000000000000
52401132130024,4.73,1,4.7300000000000000,2.4400000000000000
52401132130025,4.99,2,2.4950000000000000,
52401132130026,6.03,2,3.0150000000000000,2.3000000000000000
52401132130027,4.61,2,2.3050000000000000,
52401132130028,6.46,2,3.2300000000000000,2.5000000000000000
52401132130029,5.79,2,2.8950000000000000,
52401132130030,5.92,2,2.9600000000000000,2.3000000000000000
52401132130031,5.41,2,2.7050000000000000,2.4700000000000000
52401132130032,6.38,2,3.1900000000000000,
52401132130033,6.42,2,3.2100000000000000,
52401132130034,5.85,2,2.9250000000000000,
52401132130035,5.96,2,2.9800000000000000,
52401132130036,5.19,2,2.5950000000000000,2.4900000000000000
52401132130037,6.21,2,3.1050000000000000,
52401132130038,6.20,2,3.1000000000000000,
52401132130039,6.66,2,3.3300000000000000,2.5000000000000000
52401132130040,5.87,2,2.9350000000000000,
52401132130041,5.78,2,2.8900000000000000,
52401132130042,5.53,2,2.7650000000000000,
52401132130043,5.75,2,2.8750000000000000,
52401132130044,6.35,2,3.1750000000000000,2.4500000000000000
52401132130045,6.54,2,3.2700000000000000,2.4000000000000000
52401132130046,5.64,2,2.8200000000000000,2.4500000000000000
52401132610001,5.35,1,5.3500000000000000,
52401132610002,6.34,2,3.1700000000000000,
52401132610003,6.05,1,6.0500000000000000,
52401132610004,5.46,1,5.4600000000000000,
52401132610005,7.95,2,3.9750000000000000,
52401132610006,6.08,1,6.0800000000000000,
52401132610007,5.98,2,2.9900000000000000,
52401132610008,5.67,1,5.6700000000000000,
52401132610009,6.76,2,3.3800000000000000,
52401132610010,3.28,1,3.2800000000000000,
52401132610011,5.10,2,2.5500000000000000,
52401132610012,6.61,2,3.3050000000000000,
52401132610013,4.58,1,4.5800000000000000,
52401132630001,7.72,2,3.8600000000000000,
52401132630002,5.41,2,2.7050000000000000,2.3200000000000000
52401132630003,5.89,2,2.9450000000000000,2.4000000000000000
52401132630004,5.67,2,2.8350000000000000,
52401132630005,5.39,2,2.6950000000000000,2.5000000000000000
52401132630006,5.29,2,2.6450000000000000,2.3800000000000000
52401132630007,5.86,2,2.9300000000000000,
52401132630008,5.98,2,2.9900000000000000,
52401132630009,5.97,2,2.9850000000000000,
52401132630010,6.41,2,3.2050000000000000,2.4000000000000000
52401132630011,6.16,2,3.0800000000000000,
52401132630012,6.09,2,3.0450000000000000,2.4000000000000000
52401132630013,5.32,2,2.6600000000000000,2.4000000000000000
52401132630014,5.93,2,2.9650000000000000,
52401132630015,5.64,2,2.8200000000000000,
52401132630016,5.32,2,2.6600000000000000,
52401132630017,5.36,2,2.6800000000000000,
52401132630018,4.92,1,4.9200000000000000,
52401132630019,7.28,2,3.6400000000000000,
52401132630020,5.79,2,2.8950000000000000,2.4000000000000000
52401132630021,5.90,2,2.9500000000000000,
52401132630022,4.99,1,4.9900000000000000,
52401132630023,6.21,2,3.1050000000000000,2.3100000000000000
52401132630024,5.37,2,2.6850000000000000,
52401132630025,5.29,2,2.6450000000000000,2.3000000000000000
52401132630026,5.10,2,2.5500000000000000,
52401132630027,5.71,2,2.8550000000000000,2.6300000000000000
52401132630028,5.42,2,2.7100000000000000,
52401132630029,6.44,2,3.2200000000000000,
52401132630030,5.36,2,2.6800000000000000,2.3600000000000000
52401132630031,5.59,2,2.7950000000000000,
52401132630032,6.12,2,3.0600000000000000,2.5700000000000000
52401132630033,5.85,2,2.9250000000000000,
52401132630034,6.28,2,3.1400000000000000,2.4000000000000000
52401132630035,5.15,2,2.5750000000000000,
52401132630036,5.70,2,2.8500000000000000,
52401132630037,5.89,2,2.9450000000000000,
52401132630038,4.92,2,2.4600000000000000,
52401132630039,3.53,1,3.5300000000000000,
52401132630040,4.96,2,2.4800000000000000,
52401132630041,5.02,2,2.5100000000000000,2.3600000000000000
52401132630042,5.33,2,2.6650000000000000,
52401132630043,5.20,2,2.6000000000000000,2.5100000000000000
52401132630044,5.72,2,2.8600000000000000,
52401132630045,6.25,2,3.1250000000000000,2.5100000000000000
52401132630046,5.86,2,2.9300000000000000,
52401132630047,5.78,2,2.8900000000000000,
52401132630048,6.25,2,3.1250000000000000,
52401132630049,6.80,2,3.4000000000000000,2.7700000000000000
52401132630050,5.36,2,2.6800000000000000,22.4000000000000000
52401132630051,5.99,2,2.9950000000000000,
52401132630052,5.58,2,2.7900000000000000,2.3800000000000000
52401132630053,5.15,2,2.5750000000000000,2.3600000000000000
52401132630054,5.99,2,2.9950000000000000,
52401132630055,5.95,2,2.9750000000000000,
52401132630056,5.13,1,5.1300000000000000,2.5000000000000000
52401132630057,5.42,2,2.7100000000000000,2.4500000000000000
52401132630058,5.67,2,2.8350000000000000,
52401132630059,5.86,2,2.9300000000000000,2.4100000000000000
52401132630060,5.73,2,2.8650000000000000,
52401132630061,4.77,2,2.3850000000000000,2.6000000000000000
52401132630062,5.83,2,2.9150000000000000,2.5100000000000000
52401132630063,5.84,2,2.9200000000000000,
52401132630064,6.50,2,3.2500000000000000,
52401132630065,6.00,2,3.0000000000000000,2.4700000000000000
52401132630066,6.14,2,3.0700000000000000,2.6000000000000000
52401132630067,5.13,2,2.5650000000000000,
52401132630068,5.73,2,2.8650000000000000,2.5400000000000000
52401132630069,4.66,2,2.3300000000000000,
52401132630070,5.36,2,2.6800000000000000,
52401132630071,5.90,2,2.9500000000000000,
52401132630072,5.14,1,5.1400000000000000,
52401132630073,5.69,2,2.8450000000000000,
52401132630074,5.21,2,2.6050000000000000,
52401132630075,5.85,2,2.9250000000000000,
52401132630076,6.65,2,3.3250000000000000,2.4700000000000000
52401132630077,5.82,2,2.9100000000000000,
52401132630078,5.69,2,2.8450000000000000,2.3200000000000000
52401132630079,4.63,2,2.3150000000000000,2.4000000000000000
52401132630080,5.57,2,2.7850000000000000,
52401132630081,5.25,2,2.6250000000000000,
52401132630082,6.17,2,3.0850000000000000,
52401132630083,5.65,2,2.8250000000000000,
52401132630084,4.79,1,4.7900000000000000,
52401132630085,5.42,2,2.7100000000000000,
52401132630086,6.76,2,3.3800000000000000,
52401132630087,5.36,2,2.6800000000000000,
52401132630088,5.60,2,2.8000000000000000,
52401132630089,5.92,2,2.9600000000000000,
52401132630090,6.02,2,3.0100000000000000,2.3100000000000000
52401132630091,6.35,2,3.1750000000000000,
52401132630092,5.97,2,2.9850000000000000,2.4300000000000000
52401132630093,5.79,2,2.8950000000000000,
52401132630094,6.07,2,3.0350000000000000,
52401132630095,6.47,2,3.2350000000000000,2.4300000000000000
52401132630096,5.75,2,2.8750000000000000,2.4100000000000000
52401132630097,5.27,1,5.2700000000000000,
52401132630098,5.71,2,2.8550000000000000,
52401132630099,5.55,2,2.7750000000000000,
52401132630100,3.67,1,3.6700000000000000,
52401132630101,5.58,2,2.7900000000000000,
52401132630102,5.65,2,2.8250000000000000,
52401132630103,5.85,2,2.9250000000000000,
