SCU,nofloors,polygon,shading,height,wwr,construction,age,FLOOR_1: use,FLOOR_2: use,FLOOR_3: use,FLOOR_4: use,FLOOR_5: use,FLOOR_6: use,FLOOR_7: use,FLOOR_8: use,FLOOR_9: use,FLOOR_10: use,FLOOR_11: use,FLOOR_12: use,FLOOR_13: use,FLOOR_14: use,FLOOR_15: use,FLOOR_16: use,FLOOR_17: use,FLOOR_18: use,FLOOR_19: use,FLOOR_20: use,centroid_x,centroid_y,encoded_age,type,epc_rating_current,epc_rating_potential,d_epc_mainht_fuel,d_epc_mainht_plant,d_epc_mainht_room,d_epc_secondht_fuel,d_epc_dhw_fuel,d_epc_dhw_plant,d_epc_envelope_flr_type,d_epc_envelope_flr_insulation,d_epc_envelope_rf_type,d_epc_envelope_rf_insulation,d_epc_envelope_wall_type,d_epc_envelope_wall_insulation,d_epc_glazing_type,Cluster
52401125530010,2,"POLYGON ((531824.3 165251, 531824 165252.3, 531827.45 165253.15, 531826.8 165255.85, 531815.45 165253.3, 531816.5 165249.1, 531824.3 165251))",FALSE,6.73,0.204831502169698,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531821.119426572,165252.56102974400,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401125530011,2,"POLYGON ((531832.3 165217.8, 531832 165219.2, 531835.35 165220, 531834.7 165222.75, 531823.55 165219.95, 531824.55 165215.85, 531832.3 165217.8))",FALSE,6.51,0.157091194968553,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531829.1447876600,165219.34388193500,1.0,dom,E,B,Mains Gas,Unknown,RmHeaters,Electricity,Mains Gas,MultiPoint,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401125530012,2,"POLYGON ((531868.1 165235.3, 531867.3 165236.1, 531863.35 165232.3, 531862.85 165231.85, 531866.25 165228.3, 531870.7 165232.55, 531868.1 165235.3))",FALSE,5.54,0.106989988158036,,POST-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531866.7834256310,165232.20239630300,4.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (unheated),No,Pitched,Yes,Cavity,Yes,Single,dom0
52401125530013,2,"POLYGON ((531815.45 165253.3, 531826.8 165255.85, 531826.05 165258.85, 531822.65 165258, 531822.3 165259.15, 531814.5 165257.2, 531814.45 165257.2, 531815.45 165253.3))",FALSE,6.15,0.1163114099321720,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531820.3409241630,165256.3729765350,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401125530014,2,"POLYGON ((531858.95 165268.7, 531854.65 165267.4, 531856.8 165259.85, 531858.1 165260.25, 531859.65 165255.15, 531862.7 165256.05, 531858.95 165268.7))",FALSE,6.71,0.0941586177291264,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531858.7117297430,165262.2899172170,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401125530015,1,"POLYGON ((531850 165233.6, 531849.05 165237.85, 531845 165236.9, 531843.2 165236.5, 531844.15 165232.25, 531850 165233.6))",FALSE,4.65,0.115035493127926,,POST-1980,Dwell,,,,,,,,,,,,,,,,,,,,531846.6014655170,165235.04649425300,4.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,Yes,Single,dom0
52401125530016,2,"POLYGON ((531871.6 165257.9, 531871.9 165256.65, 531872.5 165254.8, 531870 165254.05, 531868.95 165257.1, 531868.35 165257.9, 531866.95 165263, 531865.6 165262.6, 531863.4 165270.05, 531867.5 165271.3, 531871.4 165258.65, 531871.6 165257.9))",FALSE,5.86,0.0971671336888728,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531867.9900236920,165263.39218731900,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double (pre 2002),dom3
52401125530017,2,"POLYGON ((531941.65 164932.23, 531948.94 164937.74, 531944.99 164943.04, 531938.1 164937.95, 531937.25 164939.05, 531940.05 164941.15, 531934.51 164948.59, 531928.4 164944.05, 531933.25 164937.5, 531932.1 164936.65, 531933.63 164934.58, 531934.85 164935.5, 531936.45 164933.55, 531938.05 164934.85, 531939.9 164932.65, 531940.7 164933.35, 531941.65 164932.23))",FALSE,7.77,0.0846297476814246,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531938.1516553510,164939.6815339750,3.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),No,Below (premises),Internal Floor,Cavity,Yes,Double,dom0
52401125530018,3,"POLYGON ((531996.31 164967.32, 531997.3 164968.15, 531998.3 164968.85, 531993.65 164975.1, 531999.75 164979.6, 532000 164979.2, 532005.25 164972, 532002.4 164969.95, 532003.3 164968.7, 532006.75 164971.23, 532010.2 164973.75, 532011.21 164972.36, 532014.1 164968.38, 532007.25 164963.35, 532005.95 164965.1, 532004.8 164964.25, 532003.3 164966.3, 532002.35 164965.64, 532000 164964, 531991.98 164958.04, 531988.14 164963.34, 531995.3 164968.65, 531996.31 164967.32))",FALSE,8.21,0.0840916030534351,,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,532000.5110624180,164968.5155990720,3.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,Yes,Double (pre 2002),dom2
52401125530019,4,"POLYGON ((531896.4 165030.5, 531905.4 165031.35, 531899.4 165090.15, 531896.5 165089.85, 531896.2 165092.7, 531901.55 165093.25, 531900.65 165102.1, 531887.5 165100.75, 531888.4 165091.85, 531893.5 165092.4, 531893.75 165089.5, 531890.35 165089.15, 531896.4 165030.5))",FALSE,11.91,0.118826519074431,,1945-1980,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,531897.2512172880,165067.22451004500,3.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double (pre 2002),dom2
52401125530020,2,"POLYGON ((531833.75 165198.05, 531838.9 165199.35, 531836.8 165207.8, 531828.6 165205.75, 531829.65 165201.65, 531832.7 165202.4, 531833.75 165198.05))",FALSE,5.98,0.162516623809762,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531834.2442272120,165203.18666890900,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401125530021,2,"POLYGON ((531873.4 165259.25, 531874.05 165257.3, 531871.9 165256.65, 531871.6 165257.9, 531871.4 165258.65, 531867.5 165271.3, 531871.8 165272.6, 531874.05 165265.15, 531875 165261.9, 531873.9 165261.55, 531874.5 165259.6, 531873.4 165259.25))",FALSE,6.04,0.1587542311821880,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531871.5278662290,165265.27402544100,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401125530022,2,"POLYGON ((531828.75 165247.55, 531817.5 165245, 531818.5 165240.75, 531826.3 165242.6, 531826 165243.75, 531829.5 165244.6, 531828.75 165247.55))",FALSE,6.78,0.146135812133072,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531823.206165386,165244.22892425900,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401125530023,10,"POLYGON ((531894.85 165196.45, 531911.5 165206.5, 531906.9 165214.05, 531891.15 165204.55, 531890.35 165204.05, 531894.85 165196.45))",FALSE,27.65,0.4325451580051600,,1945-1980,Dwell,Dwell,Dwell,Dwell,Dwell,Dwell,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,531900.8997474430,165205.26154872200,3.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,No,Double (pre 2002),dom4
52401125530024,2,"POLYGON ((531848.2 165257.3, 531848.7 165255.65, 531847.3 165255.2, 531848.3 165251.95, 531845.4 165251.05, 531841.65 165263.45, 531846.1 165264.8, 531848.2 165257.3))",FALSE,6.55,0.146268164416683,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531845.4208913850,165258.34005380700,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401125530025,1,"POLYGON ((531868.05 165236.8, 531864.7 165240.35, 531864.45 165240.1, 531863.5 165239.2, 531859.95 165235.9, 531863.35 165232.3, 531867.3 165236.1, 531868.05 165236.8))",FALSE,5.03,0.1258029545588090,,POST-1980,Dwell,,,,,,,,,,,,,,,,,,,,531864.0062202710,165236.32909022000,4.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401125530026,2,"POLYGON ((531952.93 164946.78, 531953.8 164947.45, 531954.67 164948.11, 531950.1 164954.3, 531956.25 164958.85, 531961.65 164951.55, 531958.75 164949.4, 531959.65 164948.2, 531966.57 164953.37, 531970.49 164947.98, 531963.55 164942.85, 531962.3 164944.5, 531961.25 164943.7, 531959.65 164945.85, 531958.76 164945.18, 531948.94 164937.74, 531944.99 164943.04, 531951.9 164948.15, 531952.93 164946.78))",FALSE,8.23,0.0988263480982185,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531957.113371681,164948.05324563900,3.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),No,Below (premises),Internal Floor,Cavity,Yes,Double (post 2002),dom3
52401125530027,2,"POLYGON ((531825.55 165211.65, 531826.5 165207.8, 531834.25 165209.7, 531833.95 165211, 531839.9 165212.4, 531839.2 165215.25, 531836.65 165214.6, 531825.55 165211.65))",FALSE,5.6,0.105345845634753,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531832.274204479,165211.55759003900,1.0,dom,E,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3
52401125530028,2,"POLYGON ((531862.7 165256.05, 531865.95 165257.05, 531864.4 165262.2, 531865.6 165262.6, 531863.4 165270.05, 531858.95 165268.7, 531862.7 165256.05))",FALSE,6.48,0.293326244151424,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531862.7068050230,165263.45620463600,1.0,dom,C,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Room in Roof,Yes,Solid Brick,No,Double,dom0
52401125530029,2,"POLYGON ((531832.75 165231.05, 531835 165231.7, 531834.35 165234.25, 531828.65 165232.85, 531828.25 165234.45, 531820.5 165232.55, 531821.5 165228.4, 531832.75 165231.05))",FALSE,5.67,0.16224303956458,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531827.0813817140,165231.6719323110,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401125530030,2,"POLYGON ((531832.75 165231.05, 531821.5 165228.4, 531822.55 165224.1, 531830.3 165225.95, 531830.05 165227.15, 531833.5 165228, 531832.75 165231.05))",FALSE,6.85,0.138430667402095,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531827.2357824440,165227.63986832400,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401125530031,2,"POLYGON ((531833.05 165240.05, 531832.35 165242.9, 531826.55 165241.5, 531826.3 165242.6, 531818.5 165240.75, 531819.45 165236.8, 531833.05 165240.05))",FALSE,5.65,0.192803132264774,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531825.2931265590,165240.07839543200,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3
52401125530032,2,"POLYGON ((531853.95 165253.35, 531854.5 165251.65, 531854.9 165250.15, 531853.2 165249.7, 531852.6 165251.85, 531851.45 165251.55, 531851.1 165252.55, 531849.55 165257.7, 531848.2 165257.3, 531846.1 165264.8, 531850.3 165266.1, 531853.95 165253.35))",FALSE,5.69,0.194058231868713,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531850.4619681580,165258.73087637800,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0
52401125530033,3,"POLYGON ((531974.43 164957.17, 531975.5 164957.9, 531976.46 164958.57, 531971.9 164964.7, 531977.8 164969.1, 531983.35 164961.65, 531980.45 164959.5, 531981.35 164958.3, 531988.14 164963.34, 531991.98 164958.04, 531985.25 164953.05, 531984 164954.7, 531983.05 164954, 531981.45 164956.1, 531980.58 164955.46, 531970.49 164947.98, 531966.57 164953.37, 531973.45 164958.5, 531974.43 164957.17))",FALSE,8.02,0.0897690944147282,,1945-1980,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531978.6361705350,164958.2107549620,3.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,Yes,Double (pre 2002),dom2
52401125530034,2,"POLYGON ((531816.5 165249.1, 531817.5 165245, 531828.75 165247.55, 531828 165250.7, 531824.6 165249.85, 531824.3 165251, 531816.5 165249.1))",FALSE,6.31,0.198723691311386,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531822.3430808830,165248.157923991,1.0,dom,E,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Single,dom3
52401125530035,2,"POLYGON ((531850.8 165225.15, 531846.25 165223.9, 531847.9 165217.45, 531852.3 165218.7, 531852.05 165219.65, 531850.8 165225.15))",FALSE,5.49,0.0940311531000889,,POST-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531849.2987617420,165221.31668903300,4.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401126210001,2,"POLYGON ((532214.93 164811.82, 532217.1 164809.25, 532221.45 164812.85, 532222.37 164811.74, 532229.15 164817.35, 532225.99 164821.04, 532214.93 164811.82))",FALSE,7.74,0.279126713685712,,PRE-1914,Shop,Dwell,,,,,,,,,,,,,,,,,,,532222.3394052060,164815.13918885400,1.0,mixed,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),High Performance,dom3
52401126210002,2,"POLYGON ((532235.41 164809.63, 532235.35 164809.7, 532232.32 164813.44, 532221.32 164804.11, 532218.3 164801.55, 532219.8 164799.75, 532219.1 164799.15, 532219.7 164798.45, 532227.75 164805.35, 532228.82 164804.12, 532235.41 164809.63))",FALSE,6.41,0.1116139036274180,,PRE-1914,Shop,Dwell,,,,,,,,,,,,,,,,,,,532227.2571947000,164806.40055453000,1.0,mixed,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401126210003,2,"POLYGON ((532255.4 164782.65, 532249.86 164789.65, 532246.75 164787.05, 532248.3 164785.2, 532243.75 164781.35, 532244.87 164780.03, 532255.4 164782.65))",FALSE,5.24,0.154825677919203,,PRE-1914,Office,Office,,,,,,,,,,,,,,,,,,,532249.5941905970,164784.16255362800,1.0,nondom,,,,,,,,,,,,,,,,nondom1
52401126210004,2,"POLYGON ((532208.79 164819.15, 532210.8 164816.75, 532215.2 164820.45, 532216.22 164819.24, 532222.91 164824.65, 532219.95 164828.1, 532219.84 164828.23, 532208.79 164819.15))",FALSE,7.6,0.112578856708604,,PRE-1914,Shop,Dwell,,,,,,,,,,,,,,,,,,,532216.1968925660,164822.51955520600,1.0,mixed,E,D,Electricity,StorageHeaters,Unknown,Electricity,Electricity,ImmersionHeater,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double,dom3
52401126210005,2,"POLYGON ((532238.39 164806.01, 532235.41 164809.63, 532228.82 164804.12, 532229.75 164803.05, 532224.9 164798.9, 532226.92 164796.52, 532238.39 164806.01))",FALSE,7.07,0.0808388802578962,,PRE-1914,Office,Dwell,,,,,,,,,,,,,,,,,,,532231.8487770510,164803.30324955800,1.0,mixed,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401126210006,2,"POLYGON ((532241.69 164801.99, 532238.39 164806.01, 532226.92 164796.52, 532229 164794.05, 532233.75 164798.05, 532235.08 164796.47, 532241.69 164801.99))",FALSE,7.38,0.123443566331619,,PRE-1914,Shop,Dwell,,,,,,,,,,,,,,,,,,,532234.7606938060,164800.02286089300,1.0,mixed,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double,dom0
52401126210007,2,"POLYGON ((532232.32 164813.44, 532229.15 164817.35, 532222.37 164811.74, 532223.4 164810.5, 532219.05 164806.85, 532221.32 164804.11, 532232.32 164813.44))",FALSE,7.34,0.1272820880012500,,PRE-1914,Shop,Dwell,,,,,,,,,,,,,,,,,,,532225.8032597340,164810.93522808800,1.0,mixed,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401126220001,2,"POLYGON ((532205.41 164816.73, 532202.15 164814.4, 532200.5 164816.9, 532199.95 164817.8, 532197.63 164821.59, 532196.37 164823.65, 532195.12 164825.8, 532197.02 164827, 532199.52 164822.94, 532201.05 164820.45, 532201.95 164819.05, 532203.4 164819.95, 532203.97 164819.03, 532207.02 164821.26, 532206.65 164821.7, 532211.15 164825.4, 532210.14 164826.61, 532216.57 164831.96, 532219.84 164828.23, 532208.79 164819.15, 532205.41 164816.73))",FALSE,5.57,0.1236790040691580,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532208.1857373820,164823.19202477000,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401126230001,2,"POLYGON ((532181.45 164798, 532182.25 164796.75, 532182.3 164796.67, 532182.6 164796.2, 532180.05 164794.65, 532178.9 164796.45, 532175.8 164801.65, 532174.16 164800.6, 532170.02 164807.38, 532174.18 164809.93, 532181.45 164798))",FALSE,5.31,0.115068335380835,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532176.0965549160,164802.8127368210,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401126230002,2,"POLYGON ((532211.75 164772.3, 532215.85 164774.65, 532212.46 164780.46, 532211.15 164779.7, 532207.35 164786.2, 532204.6 164784.65, 532207.27 164780.03, 532211.27 164773.12, 532211.75 164772.3))",FALSE,6.49,0.1465079096943030,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532210.287802011,164778.8644519930,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401126230003,2,"POLYGON ((532176.7 164764.63, 532172.82 164771.32, 532171.55 164770.55, 532168.75 164775.45, 532165.8 164773.75, 532172.5 164762.2, 532176.7 164764.63))",FALSE,5.5,0.105898471480054,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532171.318772427,164768.57889356800,1.0,dom,E,E,Mains Gas,Boiler,Radiators,Other (Wood Logs),Mains Gas,Boiler,Solid,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401126230004,2,"POLYGON ((532213.73 164788.55, 532210.75 164786.9, 532213.9 164781.3, 532212.46 164780.46, 532215.85 164774.65, 532216.3 164773.75, 532220.76 164776.23, 532213.73 164788.55))",FALSE,6.25,0.185991357733175,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532215.6159344630,164780.71965332100,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom3
52401126230005,2,"POLYGON ((532199.64 164808.92, 532202.55 164810.7, 532199.2 164816.1, 532200.5 164816.9, 532199.95 164817.8, 532197.63 164821.59, 532196.37 164823.65, 532192.25 164821.13, 532199.64 164808.92))",FALSE,5.75,0.1508062223757780,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532197.4711812210,164816.67555931100,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401126230006,2,"POLYGON ((532179.64 164813.38, 532175.6 164810.9, 532183.05 164798.65, 532185.85 164800.4, 532182.65 164805.7, 532183.87 164806.46, 532179.64 164813.38))",FALSE,5.37,0.12917755630978,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532180.8137420180,164806.41518048600,1.0,dom,E,E,Mains Gas,Boiler,Radiators,Other (Smokeless Fuel),Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401126230007,2,"POLYGON ((532160.65 164766.45, 532158.8 164766.75, 532159.3 164769.55, 532156.45 164770.05, 532155.95 164767.2, 532152.85 164767.75, 532152.1 164763.35, 532159.85 164762.02, 532160.65 164766.45))",FALSE,5.79,0.099462489026943,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532156.6071514340,164765.55319771200,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0
52401126230008,2,"POLYGON ((532196.62 164768.81, 532197.45 164767.35, 532201.87 164769.87, 532197.86 164776.64, 532196.45 164775.85, 532193.3 164781.4, 532190.4 164779.75, 532192.52 164776.01, 532196.62 164768.81))",FALSE,5.99,0.1239097984335280,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532196.1970011070,164774.0309404410,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401126230009,2,"POLYGON ((532151.23 164786.62, 532149.9 164788.8, 532145.2 164785.95, 532143.92 164788.09, 532137.38 164784.15, 532139.98 164779.75, 532151.23 164786.62))",FALSE,6.27,0.216146726422447,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532143.6130437110,164784.55374563100,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401126230010,2,"POLYGON ((532181.88 164765.32, 532182.5 164764.25, 532186.45 164766.55, 532182.35 164773.63, 532181.1 164772.95, 532178.55 164777.4, 532175.8 164775.85, 532177.92 164772.17, 532181.88 164765.32))",FALSE,6.15,0.1163114099321720,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532181.2207652640,164770.59550318900,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401126230011,2,"POLYGON ((532166.03 164795.61, 532167.5 164796.5, 532170.55 164791.45, 532173.16 164793.03, 532165.97 164804.9, 532161.88 164802.4, 532166.03 164795.61))",FALSE,6.23,0.226630478839658,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532167.3847871330,164798.49054382100,1.0,dom,D,D,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3
52401126230012,2,"POLYGON ((532216.57 164831.96, 532212.55 164836.55, 532197.02 164827, 532199.52 164822.94, 532201.05 164820.45, 532206.95 164824.5, 532204.3 164827.9, 532207.37 164829.93, 532210.14 164826.61, 532216.57 164831.96))",FALSE,6.09,0.05,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532206.5236588220,164828.88176069200,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Flat,No,Solid Brick,No,Double (post 2002),dom0
52401126230013,2,"POLYGON ((532220.76 164776.23, 532225.1 164778.66, 532223.78 164781.03, 532221.51 164785.13, 532221.25 164785.6, 532219.7 164784.75, 532216.7 164790.2, 532213.73 164788.55, 532220.76 164776.23))",FALSE,5.8,0.165763593039208,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532219.5163413290,164782.89401467700,1.0,dom,E,E,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401126230014,2,"POLYGON ((532201.87 164769.87, 532202.45 164768.9, 532206.56 164771.33, 532202.58 164778.27, 532201.2 164777.45, 532198 164782.85, 532195.15 164781.2, 532197.86 164776.64, 532201.87 164769.87))",FALSE,6.28,0.1581206520369990,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532200.9816386810,164775.58241881700,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
